,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
8263,8263,2016,IN,Indiana,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.0,,,0.5,1.1,3.0,1125.0,Male,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8264,8264,2008,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,49.7,,,2.6,44.7,54.7,304.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,2.0
8265,8265,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,8.0,,,1.3,5.5,10.6,774.0,Male,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
8266,8266,2006,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.9,,,0.4,1.1,2.7,1472.0,Overall,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
8267,8267,2013,AZ,Arizona,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,3.0
8268,8268,2005,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,4.9,,,0.8,3.3,6.4,1618.0,Overall,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
8269,8269,2010,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,27.8,,,1.8,24.3,31.3,1101.0,Male,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
8270,8270,2015,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,12.7,,,1.3,10.2,15.2,1839.0,Overall,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
8271,8271,2005,UT,Utah,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(39.360700171, -111.587130635)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,2.0
8272,8272,2000,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,5.1,,,1.3,2.6,7.5,1712.0,Overall,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8273,8273,2016,OK,Oklahoma,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,3.0
8274,8274,2015,NJ,New Jersey,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,3.0
8275,8275,2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,5.8,,,1.0,3.9,7.8,1387.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
8276,8276,2013,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,44.6,,,5.3,34.2,55.0,65.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,3.0
8277,8277,2016,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,7.4,,,1.5,4.5,10.3,609.0,Male,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
8278,8278,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,52.1,,,6.6,39.2,65.1,59.0,Male,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
8279,8279,2010,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,40.2,,,2.1,36.0,44.4,828.0,Male,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
8280,8280,2002,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,28.0,,,3.1,22.0,33.9,1214.0,Male,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
8281,8281,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.1,,,0.4,0.3,1.9,774.0,Male,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8282,8282,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,9.8,,,1.7,6.5,13.0,558.0,Male,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
8283,8283,2000,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,4.5,,,0.4,3.6,5.3,9774.0,Overall,All Races,All Ages,High School,"(35.68094058, -85.774490914)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
8284,8284,2005,RI,Rhode Island,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,6.8,,,0.7,5.3,8.2,1101.0,Female,All Races,All Ages,High School,"(41.708280193, -71.522470314)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
8285,8285,2003,CA,California,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,49.5,,,3.8,42.0,57.0,394.0,Overall,All Races,All Ages,Middle School,"(37.638640123, -120.999999538)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,1.0
8286,8286,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.1,,,1.7,3.7,10.5,659.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
8287,8287,2002,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,55.3,,,2.3,50.8,59.7,714.0,Male,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
8288,8288,2002,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,3.0,,,0.7,1.6,4.4,657.0,Male,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8289,8289,2015,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,6.2,,,1.2,3.9,8.5,673.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,3.0
8290,8290,2013,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,10.3,,,1.7,7.0,13.6,874.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
8291,8291,2003,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,8.1,,,0.5,7.2,9.0,6071.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8292,8292,2000,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,27.6,,,1.3,25.1,30.2,5235.0,Male,All Races,All Ages,Middle School,"(35.68094058, -85.774490914)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8293,8293,2002,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,25.2,,,2.3,20.8,29.6,2235.0,Female,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
8294,8294,2002,NY,New York,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,11.2,,,1.2,8.9,13.6,3585.0,Overall,All Races,All Ages,High School,"(42.827001032, -75.543970427)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
8295,8295,2007,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,3.7,,,1.0,1.8,5.6,1086.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
8296,8296,2002,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,13.4,,,1.7,10.2,16.6,1233.0,Overall,All Races,All Ages,High School,"(40.060210141, -82.404260056)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
8297,8297,2011,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,18.3,,,1.7,14.9,21.7,1868.0,Overall,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
8298,8298,2010,WI,Wisconsin,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,58.2,,,4.0,50.3,66.1,141.0,Female,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,2.0
8299,8299,2001,SD,South Dakota,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.6,,,7.9,38.1,69.0,99.0,Male,All Races,All Ages,Middle School,"(44.353130053, -100.373530637)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
8300,8300,2015,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,3.0,,,0.5,2.0,4.0,2174.0,Overall,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,3.0
8301,8301,2008,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,4.4,,,0.7,3.1,5.7,2347.0,Overall,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
8302,8302,2004,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,28.7,,,3.2,22.4,34.9,899.0,Female,All Races,All Ages,Middle School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
8303,8303,2011,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,6.7,,,1.0,4.7,8.7,2009.0,Male,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
8304,8304,2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,64.7,,,2.3,60.1,69.3,2272.0,Overall,All Races,All Ages,High School,"(31.827240407, -99.426770206)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
8305,8305,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.6,,,0.7,2.3,5.0,1670.0,Overall,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8306,8306,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,26.9,,,1.2,24.4,29.3,3956.0,Male,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
8307,8307,2011,LA,Louisiana,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,3.0
8308,8308,2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,3.3,,,0.5,2.3,4.3,760.0,Female,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8309,8309,2005,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,13.3,,,2.5,8.3,18.2,676.0,Male,All Races,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
8310,8310,2013,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,13.5,,,1.1,11.3,15.7,1788.0,Male,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
8311,8311,2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.5,,,0.3,0.0,1.0,720.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,3.0
8312,8312,2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,29.9,,,2.5,25.0,34.8,888.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
8313,8313,2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.8,,,0.3,0.3,1.3,1331.0,Overall,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
8314,8314,2001,ID,Idaho,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.8,,,0.5,0.8,2.7,922.0,Male,All Races,All Ages,Middle School,"(43.682630005, -114.363730042)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
8315,8315,2008,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.5,,,0.5,3.6,5.4,1417.0,Female,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
8316,8316,2015,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.7,,,0.6,2.5,4.8,2310.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
8317,8317,2007,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,3.5,,,1.0,1.5,5.5,931.0,Female,All Races,All Ages,High School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
8318,8318,2002,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.2,,,0.7,12.9,15.6,4962.0,Male,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
8319,8319,2007,OK,Oklahoma,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,52.8,,,4.5,44.0,61.6,192.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,2.0
8320,8320,2002,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,5.7,,,0.7,4.3,7.0,2788.0,Male,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
8321,8321,2016,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,3.6,,,0.6,2.4,4.8,1592.0,Overall,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,3.0
8322,8322,2012,OH,Ohio,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,3.0
8323,8323,2016,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,7.9,,,1.7,4.5,11.3,762.0,Female,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
8324,8324,2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.4,,,0.1,0.2,0.6,2088.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
8325,8325,2002,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.4,,,1.6,58.4,64.5,801.0,Male,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
8326,8326,2009,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0.0,0.7,1125.0,Female,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
8327,8327,2009,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,8.5,,,1.0,6.5,10.5,3245.0,Overall,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
8328,8328,2006,AL,Alabama,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.9,,,2.2,50.5,59.3,350.0,Overall,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,2.0
8329,8329,2011,GA,Georgia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.0,,,3.6,44.0,58.0,272.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,3.0
8330,8330,2015,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.8,,,0.8,2.1,5.4,905.0,Female,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
8331,8331,2000,AZ,Arizona,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.4,,,5.0,48.7,68.1,155.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,1.0
8332,8332,2004,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.5,,,6.1,41.6,65.4,127.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,1.0
8333,8333,2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.7,,,1.0,4.7,8.7,1395.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8334,8334,2004,VT,Vermont,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,56.7,,,3.0,50.8,62.5,246.0,Overall,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,1.0
8335,8335,2013,NE,Nebraska,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.9,,,4.8,39.4,58.4,236.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,3.0
8336,8336,2013,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,12.0,,,1.1,9.9,14.1,2029.0,Overall,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
8337,8337,2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,12.6,,,2.1,8.5,16.6,932.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
8338,8338,2000,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,62.3,,,2.8,56.8,67.7,217.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,1.0
8339,8339,2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,3.0,,,0.8,1.5,4.5,706.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
8340,8340,2012,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.1,,,0.2,0.7,1.5,2221.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,3.0
8341,8341,2011,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.0,,,0.5,1.0,3.0,1607.0,Overall,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
8342,8342,2012,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,9.5,,,1.4,6.8,12.2,1190.0,Female,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
8343,8343,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.1,,,0.4,0.3,1.8,1603.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
8344,8344,2009,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,6.3,,,1.3,3.8,8.8,619.0,Male,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
8345,8345,2001,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,47.9,,,2.2,43.5,52.2,1252.0,Female,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
